id	name	tradition	value	action	bare	of_whom	duplicated_in	suggested_move_to	reason
7452	Liber	Roman	identified with Bacchus	TITLE_MOVE				domain	title not present in any other field
7452	Liber	Roman	one of the Aventine Triad with Ceres and Libera	TITLE_MOVE				domain	title not present in any other field
7449	Pluto	Roman	identified with Hades	TITLE_MOVE				domain	title not present in any other field
7449	Pluto	Roman	syncretized with Dis Pater (the Italic underworld-wealth deity)	TITLE_MOVE				domain (or identification)	title not present in any other field
7449	Pluto	Roman	son of Saturn and Ops	STRIP_TO_BARE	son	Saturn and Ops			"son of X" pattern
7449	Pluto	Roman	brother of Jupiter, Neptune, Juno, Ceres, Vesta	STRIP_TO_BARE	brother	Jupiter, Neptune, Juno, Ceres, Vesta			"brother of X" pattern
7449	Pluto	Roman	husband of Proserpina	STRIP_TO_BARE	husband	Proserpina			"husband of X" pattern
7453	Quirinus	Roman	Sabine war-deity	TITLE_MOVE				domain (or identification)	title not present in any other field
7453	Quirinus	Roman	identified with deified Romulus	TITLE_DUP			character_trait		"romulus" already in character_trait
7453	Quirinus	Roman	one of the Archaic Triad (Jupiter-Mars-Quirinus)	TITLE_MOVE				domain	title not present in any other field
7459	Hercules	Roman	identified with Heracles	TITLE_MOVE				domain	title not present in any other field
7459	Hercules	Roman	son of Jupiter and Alcmena	STRIP_TO_BARE	son	Jupiter and Alcmena			"son of X" pattern
7459	Hercules	Roman	indigenous Italic Ara Maxima cult predates the interpretatio	TITLE_DUP			character_trait		"interpretatio" already in character_trait
7463	Lares	Roman	tutelary household spirits	TITLE_DUP			domain		"spirits" already in domain
7463	Lares	Roman	sometimes treated as deified ancestors	TITLE_MOVE				domain	title not present in any other field
7463	Lares	Roman	linked to Mania (the Lares-mother in some traditions)	TITLE_MOVE				domain	title not present in any other field
7462	Remus	Roman	son of Mars and Rhea Silvia (Vestal)	STRIP_TO_BARE	son	Mars and Rhea Silvia (Vestal)			"son of X" pattern
7462	Remus	Roman	twin of Romulus	STRIP_TO_BARE	sister	Romulus			"sister of X" pattern
7462	Remus	Roman	killed by Romulus or his men	TITLE_MOVE				domain	title not present in any other field
7465	Ometeotl	Aztec	supreme creator-deity in unified-duality aspect	TITLE_MOVE				domain (or identification)	title not present in any other field
7465	Ometeotl	Aztec	parent of the four directional Tezcatlipocas	TITLE_MOVE				domain	title not present in any other field
7465	Ometeotl	Aztec	dwells in Omeyocan	TITLE_MOVE				domain	title not present in any other field
7468	Tonacacihuatl	Aztec	feminine half of supreme creator-duality	TITLE_MOVE				domain	title not present in any other field
7468	Tonacacihuatl	Aztec	wife of Tonacatecuhtli	STRIP_TO_BARE	wife	Tonacatecuhtli			"wife of X" pattern
7468	Tonacacihuatl	Aztec	mother of the four Tezcatlipocas	STRIP_TO_BARE	mother	the four Tezcatlipocas			"mother of X" pattern
7468	Tonacacihuatl	Aztec	sometimes identified with Omecihuatl	TITLE_MOVE				domain	title not present in any other field
7469	Tlaloc	Aztec	co-supreme with Huitzilopochtli at Tenochtitlan	TITLE_MOVE				domain	title not present in any other field
7469	Tlaloc	Aztec	husband of Chalchiuhtlicue	STRIP_TO_BARE	husband	Chalchiuhtlicue			"husband of X" pattern
7469	Tlaloc	Aztec	master of the Tlaloque (rain-helpers)	TITLE_MOVE				domain	title not present in any other field
7467	Omecihuatl	Aztec	feminine half of Ometeotl	TITLE_MOVE				domain	title not present in any other field
7467	Omecihuatl	Aztec	wife of Ometecuhtli	STRIP_TO_BARE	wife	Ometecuhtli			"wife of X" pattern
7467	Omecihuatl	Aztec	mother of the four Tezcatlipocas	STRIP_TO_BARE	mother	the four Tezcatlipocas			"mother of X" pattern
7466	Ometecuhtli	Aztec	masculine half of Ometeotl	TITLE_MOVE				domain	title not present in any other field
7466	Ometecuhtli	Aztec	husband of Omecihuatl	STRIP_TO_BARE	husband	Omecihuatl			"husband of X" pattern
7466	Ometecuhtli	Aztec	father of the four Tezcatlipocas	STRIP_TO_BARE	father	the four Tezcatlipocas			"father of X" pattern
7475	Metztli	Aztec	the moon	TITLE_DUP			domain		"moon" already in domain
7475	Metztli	Aztec	identified with Tecuciztecatl	TITLE_MOVE				domain	title not present in any other field
7472	Mictlantecuhtli	Aztec	lord of Mictlan	TITLE_MOVE				domain (or identification)	title not present in any other field
7472	Mictlantecuhtli	Aztec	co-ruler with Mictlancihuatl (his consort)	TITLE_MOVE				domain	title not present in any other field
7481	Tonantzin	Aztec	title-aspect of the mother-goddess complex	TITLE_MOVE				domain (or identification)	title not present in any other field
7481	Tonantzin	Aztec	pre-Conquest goddess of Tepeyac	TITLE_MOVE				domain	title not present in any other field
7481	Tonantzin	Aztec	source of Guadalupe syncretism	TITLE_MOVE				domain	title not present in any other field
7478	Mayahuel	Aztec	mother of the 400 Centzon Totochtin (pulque-rabbit gods)	STRIP_TO_BARE	mother	the 400 Centzon Totochtin (pulque-rabbit gods)			"mother of X" pattern
7478	Mayahuel	Aztec	rescued by Quetzalcoatl from her grandmother Tzitzimitl	TITLE_MOVE				domain	title not present in any other field
7482	Nuwa	Chinese	creator-goddess and mother of humanity	TITLE_MOVE				domain (or identification)	title not present in any other field
7482	Nuwa	Chinese	one of the Three Sovereigns	TITLE_MOVE				domain (or identification)	title not present in any other field
7482	Nuwa	Chinese	sister-wife of Fuxi	TITLE_MOVE				domain	title not present in any other field
7482	Nuwa	Chinese	repairer of the cosmos	TITLE_DUP			character_trait		"cosmos" already in character_trait
7490	Shun	Chinese	one of the Five Emperors / sage-kings	TITLE_MOVE				character_trait	title not present in any other field
7490	Shun	Chinese	son of the Blind Man (Gusou)	STRIP_TO_BARE	son	the Blind Man (Gusou)			"son of X" pattern
7490	Shun	Chinese	son-in-law of Yao (married Yao's two daughters)	TITLE_MOVE				domain	title not present in any other field
7490	Shun	Chinese	abdicated to Yu	TITLE_MOVE				domain	title not present in any other field
7488	Yu the Great	Chinese	last of the sage-kings	TITLE_MOVE				character_trait	title not present in any other field
7488	Yu the Great	Chinese	son of Gun	STRIP_TO_BARE	son	Gun			"son of X" pattern
7488	Yu the Great	Chinese	founder of the Xia dynasty	TITLE_MOVE				domain	title not present in any other field
7488	Yu the Great	Chinese	father of Qi (to whom he passed the throne, ending the abdication tradition)	STRIP_TO_BARE	father	Qi (to whom he passed the throne, ending the abdication tradition)			"father of X" pattern
7492	Zao Jun	Chinese	the Kitchen God / Stove God	TITLE_MOVE				domain	title not present in any other field
7492	Zao Jun	Chinese	household-resident deity	TITLE_MOVE				domain (or identification)	title not present in any other field
7492	Zao Jun	Chinese	annual reporter to the Jade Emperor	TITLE_MOVE				domain	title not present in any other field
7495	Zhongli Quan	Chinese	one of the Eight Immortals (often the eldest)	TITLE_MOVE				domain	title not present in any other field
7495	Zhongli Quan	Chinese	the master who initiated Lu Dongbin	TITLE_MOVE				domain	title not present in any other field
7500	Dizang	Chinese	bodhisattva of the underworld	TITLE_DUP			domain		"underworld" already in domain
7500	Dizang	Chinese	Chinese form of Kṣitigarbha	TITLE_MOVE				domain	title not present in any other field
7500	Dizang	Chinese	savior of beings in the hell-realms	TITLE_MOVE				domain	title not present in any other field
7497	Han Xiangzi	Chinese	one of the Eight Immortals	TITLE_MOVE				domain	title not present in any other field
7497	Han Xiangzi	Chinese	relative of the historical Han Yu	TITLE_MOVE				domain	title not present in any other field
7497	Han Xiangzi	Chinese	disciple of Lü Dongbin	TITLE_MOVE				domain	title not present in any other field
7497	Han Xiangzi	Chinese	patron of musicians	TITLE_MOVE				domain	title not present in any other field
7502	Doumu	Chinese	Mother of the Great Dipper	STRIP_TO_BARE	mother	the Great Dipper			"mother of X" pattern
7502	Doumu	Chinese	mother of the nine Dipper-star gods	STRIP_TO_BARE	mother	the nine Dipper-star gods			"mother of X" pattern
7502	Doumu	Chinese	high Daoist astral deity	TITLE_MOVE				domain (or identification)	title not present in any other field
