id	name	tradition	value	action	bucket	reason
7095	Heimdall	Norse	Ragnarok mutual combat	KEEP	1-2 hyphens	narrow event-type
7097	Ullr	Norse	patronage	KEEP	1-2 hyphens	narrow event-type
7097	Ullr	Norse	exile-substitute kingship (Saxo)	KEEP	1-2 hyphens	narrow event-type
7100	Höðr	Norse	unwitting killing	KEEP	1-2 hyphens	narrow event-type
7100	Höðr	Norse	vengeance-suffered	KEEP	1-2 hyphens	narrow event-type
7100	Höðr	Norse	post-Ragnarok return	KEEP	1-2 hyphens	narrow event-type
7098	Víðarr	Norse	Ragnarok vengeance	KEEP	1-2 hyphens	narrow event-type
7098	Víðarr	Norse	wolf-killing	KEEP	1-2 hyphens	narrow event-type
7098	Víðarr	Norse	post-Ragnarok survival	KEEP	1-2 hyphens	narrow event-type
7106	Vili and Vé	Norse	killing of Ymir	KEEP	1-2 hyphens	narrow event-type
7106	Vili and Vé	Norse	creation	KEEP	1-2 hyphens	narrow event-type
7106	Vili and Vé	Norse	human-creation (Snorri version)	KEEP	1-2 hyphens	narrow event-type
7103	Hœnir	Norse	human creation	KEEP	1-2 hyphens	narrow event-type
7103	Hœnir	Norse	hostage-exchange	KEEP	1-2 hyphens	narrow event-type
7109	Ægir	Norse	divine feasting	KEEP	1-2 hyphens	narrow event-type
7109	Ægir	Norse	sea-hospitality	KEEP	1-2 hyphens	narrow event-type
7111	Nidhogg	Norse	cosmic gnawing	KEEP	1-2 hyphens	narrow event-type
7111	Nidhogg	Norse	corpse-feeding	KEEP	1-2 hyphens	narrow event-type
7111	Nidhogg	Norse	ragnarok survival	KEEP	1-2 hyphens	narrow event-type
7112	Lóðurr	Norse	human creation	KEEP	1-2 hyphens	narrow event-type
7118	Vörðr	Norse	watching	KEEP	1-2 hyphens	narrow event-type
7118	Vörðr	Norse	protection	KEEP	1-2 hyphens	narrow event-type
7128	Óðr	Norse	marriage	KEEP	1-2 hyphens	narrow event-type
7128	Óðr	Norse	long absence	KEEP	1-2 hyphens	narrow event-type
7128	Óðr	Norse	beloved-of-Freyja	KEEP	1-2 hyphens	narrow event-type
7132	Tonacatecuhtli	Aztec	supreme-creator-duality	REJECT	identity-keyword	contains identity keyword
7132	Tonacatecuhtli	Aztec	Omeyocan-dwelling	KEEP	1-2 hyphens	narrow event-type
7132	Tonacatecuhtli	Aztec	world creation	KEEP	1-2 hyphens	narrow event-type
7138	Ehecatl	Aztec	invention	KEEP	1-2 hyphens	narrow event-type
7140	Tecciztecatl	Aztec	sacrifice	KEEP	1-2 hyphens	narrow event-type
7146	Piltzintecuhtli	Aztec	humanity creation	KEEP	1-2 hyphens	narrow event-type
7162	Ayudhapurusha	Hindu	weapon-personification	KEEP	1-2 hyphens	narrow event-type
7162	Ayudhapurusha	Hindu	divine-attendant	KEEP	1-2 hyphens	narrow event-type
7160	Ap	Hindu	cosmic primal element	KEEP	1-2 hyphens	narrow event-type
7160	Ap	Hindu	purification	KEEP	1-2 hyphens	narrow event-type
7164	Vahana	Hindu	mount-service	KEEP	1-2 hyphens	narrow event-type
7164	Vahana	Hindu	divine carriage	KEEP	1-2 hyphens	narrow event-type
7165	Gramadevata	Hindu	humanity creation	KEEP	1-2 hyphens	narrow event-type
7167	Radha Krishna	Hindu	divine union	KEEP	1-2 hyphens	narrow event-type
7167	Radha Krishna	Hindu	rāsa dance	KEEP	1-2 hyphens	narrow event-type
7167	Radha Krishna	Hindu	viraha-milana	KEEP	1-2 hyphens	narrow event-type
7167	Radha Krishna	Hindu	bhakti-archetype	KEEP	1-2 hyphens	narrow event-type
7171	Shmashana Adhipati	Hindu	cremation-ground asceticism	KEEP	1-2 hyphens	narrow event-type
7171	Shmashana Adhipati	Hindu	death-meditation	KEEP	1-2 hyphens	narrow event-type
7174	Sadhyas	Hindu	ancient-deva-collective	KEEP	1-2 hyphens	narrow event-type
7177	Vajreshwari (Vajreśvarī)	Hindu	tantric-Śākta worship	KEEP	1-2 hyphens	narrow event-type
7177	Vajreshwari (Vajreśvarī)	Hindu	vajra-deity	REJECT	identity-keyword	contains identity keyword
7178	Waghoba	Hindu	tiger-deity worship	REJECT	identity-keyword	contains identity keyword
7178	Waghoba	Hindu	rural protection	KEEP	1-2 hyphens	narrow event-type
7175	Vasu	Hindu	punishment	KEEP	1-2 hyphens	narrow event-type
7182	Lugh	Celtic	battle	KEEP	1-2 hyphens	narrow event-type
7182	Lugh	Celtic	founding	KEEP	1-2 hyphens	narrow event-type
7182	Lugh	Celtic	invention	KEEP	1-2 hyphens	narrow event-type
7181	Danu	Celtic	creation	KEEP	1-2 hyphens	narrow event-type
7187	Badb	Celtic	prophecy	KEEP	1-2 hyphens	narrow event-type
7187	Badb	Celtic	battle	KEEP	1-2 hyphens	narrow event-type
7189	Nemain	Celtic	battle	KEEP	1-2 hyphens	narrow event-type
7193	Bres	Celtic	battle	KEEP	1-2 hyphens	narrow event-type
7193	Bres	Celtic	loss of power	KEEP	1-2 hyphens	narrow event-type
7199	Dagon	Canaanite	divine fatherhood	KEEP	1-2 hyphens	narrow event-type
7199	Dagon	Canaanite	idol-fall (biblical narrative)	KEEP	1-2 hyphens	narrow event-type
7194	Cú Chulainn	Celtic	battle	KEEP	1-2 hyphens	narrow event-type
7194	Cú Chulainn	Celtic	quest	KEEP	1-2 hyphens	narrow event-type
7194	Cú Chulainn	Celtic	prophecy	KEEP	1-2 hyphens	narrow event-type
7203	Horon	Canaanite	cursing	KEEP	1-2 hyphens	narrow event-type
7203	Horon	Canaanite	healing-by-incantation	KEEP	1-2 hyphens	narrow event-type
7203	Horon	Canaanite	exorcism	KEEP	1-2 hyphens	narrow event-type
7202	Moloch	Canaanite	child-sacrifice cult (contested)	KEEP	1-2 hyphens	narrow event-type
7206	Apkallu	Mesopotamian	cultural founding	KEEP	1-2 hyphens	narrow event-type
7206	Apkallu	Mesopotamian	withdrawal	KEEP	1-2 hyphens	narrow event-type
7209	Šulak	Mesopotamian	demonic ambush	KEEP	1-2 hyphens	narrow event-type
7216	Leyak	Balinese	curse	KEEP	1-2 hyphens	narrow event-type
7221	Furrina	Roman	vengeance	KEEP	1-2 hyphens	narrow event-type
7224	Amitabha	Buddhist	the-forty-eight-vows-of-Dharmakara	REJECT	the-prefix	identity-statement disguised as event
7224	Amitabha	Buddhist	the-establishment-of-the-Pure-Land	REJECT	the-prefix	identity-statement disguised as event
7224	Amitabha	Buddhist	salvation-by-the-calling-of-the-name	REJECT	4+ hyphens	too many hyphenated tokens (likely overspecific)
7234	Sia	Egyptian	humanity creation	KEEP	1-2 hyphens	narrow event-type
7252	Mrtyu	Hindu	cosmic principle of mortality	REJECT	identity-keyword	contains identity keyword
7252	Mrtyu	Hindu	teacher of liberation	KEEP	1-2 hyphens	narrow event-type
7257	Proserpina	Roman	syncretism	KEEP	1-2 hyphens	narrow event-type
7257	Proserpina	Roman	Sicilian-abduction	KEEP	1-2 hyphens	narrow event-type
7257	Proserpina	Roman	seasonal-cycle	KEEP	1-2 hyphens	narrow event-type
7276	Scylla	Greek	descent to underworld	KEEP	1-2 hyphens	narrow event-type
7272	Eos	Greek	curse	KEEP	1-2 hyphens	narrow event-type
7272	Eos	Greek	seduction	KEEP	1-2 hyphens	narrow event-type
7274	Apollo	Greek	slays monster	KEEP	1-2 hyphens	narrow event-type
7278	Sphinx	Greek	slays monster	KEEP	1-2 hyphens	narrow event-type
7278	Sphinx	Greek	contest	KEEP	1-2 hyphens	narrow event-type
7284	Achilles	Greek	loss of power	KEEP	1-2 hyphens	narrow event-type
7285	Athena	Greek	miraculous birth	KEEP	1-2 hyphens	narrow event-type
7285	Athena	Greek	quest	KEEP	1-2 hyphens	narrow event-type
7285	Athena	Greek	contest	KEEP	1-2 hyphens	narrow event-type
7281	Circe	Greek	slays monster	KEEP	1-2 hyphens	narrow event-type
7281	Circe	Greek	seduction	KEEP	1-2 hyphens	narrow event-type
7282	Siren	Greek	seduction	KEEP	1-2 hyphens	narrow event-type
7288	Janus	Roman	presidency	KEEP	1-2 hyphens	narrow event-type
7288	Janus	Roman	war-and-peace-gate-keeping	REJECT	4+ hyphens	too many hyphenated tokens (likely overspecific)
7291	Lahamu	Mesopotamian	theogony	KEEP	1-2 hyphens	narrow event-type
7291	Lahamu	Mesopotamian	primordial existence	KEEP	1-2 hyphens	narrow event-type
7293	Kishar	Mesopotamian	theogony	KEEP	1-2 hyphens	narrow event-type
7302	Nanna	Mesopotamian	journey	KEEP	1-2 hyphens	narrow event-type
7302	Nanna	Mesopotamian	kingship-of-city	KEEP	1-2 hyphens	narrow event-type
7297	Enlil	Mesopotamian	theogony	KEEP	1-2 hyphens	narrow event-type
7297	Enlil	Mesopotamian	flood-decreeing	KEEP	1-2 hyphens	narrow event-type
7297	Enlil	Mesopotamian	kingship	KEEP	1-2 hyphens	narrow event-type
7312	Dumuzi	Mesopotamian	descent to underworld	KEEP	1-2 hyphens	narrow event-type
7312	Dumuzi	Mesopotamian	death-and-return	KEEP	1-2 hyphens	narrow event-type
7312	Dumuzi	Mesopotamian	substitution	KEEP	1-2 hyphens	narrow event-type
7312	Dumuzi	Mesopotamian	courtship	KEEP	1-2 hyphens	narrow event-type
7310	Nabu	Mesopotamian	scribal patronage	KEEP	1-2 hyphens	narrow event-type
7310	Nabu	Mesopotamian	heir to Marduk	KEEP	1-2 hyphens	narrow event-type
7309	Sarpanitu	Mesopotamian	queenly consortship	KEEP	1-2 hyphens	narrow event-type
7309	Sarpanitu	Mesopotamian	mother of Nabu	KEEP	1-2 hyphens	narrow event-type
7315	Lamashtu	Mesopotamian	demonic attack	KEEP	1-2 hyphens	narrow event-type
7314	Gula	Mesopotamian	healing	KEEP	1-2 hyphens	narrow event-type
7314	Gula	Mesopotamian	curse	KEEP	1-2 hyphens	narrow event-type
7314	Gula	Mesopotamian	oath-enforcement	KEEP	1-2 hyphens	narrow event-type
7316	Pazuzu	Mesopotamian	apotropaic counter-demonic action	KEEP	1-2 hyphens	narrow event-type
7320	Yarikh	Canaanite	divine marriage	KEEP	1-2 hyphens	narrow event-type
7320	Yarikh	Canaanite	feast	KEEP	1-2 hyphens	narrow event-type
7327	Lotan	Canaanite	cosmic battle	KEEP	1-2 hyphens	narrow event-type
7327	Lotan	Canaanite	primordial monster	KEEP	1-2 hyphens	narrow event-type
7327	Lotan	Canaanite	defeat	KEEP	1-2 hyphens	narrow event-type
7324	Pidray	Canaanite	divine daughter	KEEP	1-2 hyphens	narrow event-type
7324	Pidray	Canaanite	rejected bride	KEEP	1-2 hyphens	narrow event-type
7325	Tallay	Canaanite	divine daughter	KEEP	1-2 hyphens	narrow event-type
7328	Eshmun	Canaanite	healing	KEEP	1-2 hyphens	narrow event-type
7328	Eshmun	Canaanite	self-castration	KEEP	1-2 hyphens	narrow event-type
7328	Eshmun	Canaanite	death-and-resurrection	KEEP	1-2 hyphens	narrow event-type
7330	Tanit	Canaanite	state-cult patronage	REJECT	identity-keyword	contains identity keyword
7330	Tanit	Canaanite	sacrifice-receiving	KEEP	1-2 hyphens	narrow event-type
7329	Melqart	Canaanite	kingship-of-city	KEEP	1-2 hyphens	narrow event-type
7329	Melqart	Canaanite	death-and-resurrection	KEEP	1-2 hyphens	narrow event-type
7329	Melqart	Canaanite	colonial patronage	KEEP	1-2 hyphens	narrow event-type
7332	Chemosh	Canaanite	national-warrior patronage	KEEP	1-2 hyphens	narrow event-type
7332	Chemosh	Canaanite	battle-sanction	KEEP	1-2 hyphens	narrow event-type
7336	Aqhat	Canaanite	heroic quest	KEEP	1-2 hyphens	narrow event-type
7336	Aqhat	Canaanite	rejected divine offer	KEEP	1-2 hyphens	narrow event-type
7336	Aqhat	Canaanite	death by divine vengeance	KEEP	1-2 hyphens	narrow event-type
7337	Pughat	Canaanite	avenging quest	KEEP	1-2 hyphens	narrow event-type
7337	Pughat	Canaanite	disguise	KEEP	1-2 hyphens	narrow event-type
7337	Pughat	Canaanite	approach-and-kill (incomplete in extant text)	KEEP	1-2 hyphens	narrow event-type
7344	Beelzebub	Abrahamic	oracle-consultation (2 Kings)	KEEP	1-2 hyphens	narrow event-type
7344	Beelzebub	Abrahamic	controversy (NT)	KEEP	1-2 hyphens	narrow event-type
7344	Beelzebub	Abrahamic	binding by Solomon	KEEP	1-2 hyphens	narrow event-type
7342	Iblis	Abrahamic	refusal of obeisance	KEEP	1-2 hyphens	narrow event-type
7342	Iblis	Abrahamic	expulsion	KEEP	1-2 hyphens	narrow event-type
7342	Iblis	Abrahamic	request of respite	KEEP	1-2 hyphens	narrow event-type
7342	Iblis	Abrahamic	temptation of humanity	KEEP	1-2 hyphens	narrow event-type
7342	Iblis	Abrahamic	final disavowal	KEEP	1-2 hyphens	narrow event-type
7358	Eir	Norse	healing	KEEP	1-2 hyphens	narrow event-type
7359	Fenrir	Norse	binding	KEEP	1-2 hyphens	narrow event-type
7359	Fenrir	Norse	breaking-free	KEEP	1-2 hyphens	narrow event-type
7359	Fenrir	Norse	devouring of Odin	KEEP	1-2 hyphens	narrow event-type
7359	Fenrir	Norse	being slain by Vídar	KEEP	1-2 hyphens	narrow event-type
7351	Behemoth	Abrahamic	primordial creation	KEEP	1-2 hyphens	narrow event-type
7351	Behemoth	Abrahamic	divine display	KEEP	1-2 hyphens	narrow event-type
7351	Behemoth	Abrahamic	eschatological feast	KEEP	1-2 hyphens	narrow event-type
7356	Skadi	Norse	vengeance	KEEP	1-2 hyphens	narrow event-type
7356	Skadi	Norse	mismatched marriage	KEEP	1-2 hyphens	narrow event-type
7356	Skadi	Norse	binding-of-Loki	KEEP	1-2 hyphens	narrow event-type
7355	Idun	Norse	abduction	KEEP	1-2 hyphens	narrow event-type
7355	Idun	Norse	rescue	KEEP	1-2 hyphens	narrow event-type
7355	Idun	Norse	restoration	KEEP	1-2 hyphens	narrow event-type
7357	Sigyn	Norse	wifely service	KEEP	1-2 hyphens	narrow event-type
7357	Sigyn	Norse	suffering	KEEP	1-2 hyphens	narrow event-type
7357	Sigyn	Norse	cosmic-cause (earthquakes)	KEEP	1-2 hyphens	narrow event-type
7362	Búri	Norse	primordial emergence	KEEP	1-2 hyphens	narrow event-type
7362	Búri	Norse	founding ancestor	KEEP	1-2 hyphens	narrow event-type
7365	Nanna (Norse)	Norse	marriage	KEEP	1-2 hyphens	narrow event-type
7365	Nanna (Norse)	Norse	grief-death	KEEP	1-2 hyphens	narrow event-type
7365	Nanna (Norse)	Norse	underworld-message	KEEP	1-2 hyphens	narrow event-type
7364	Sól	Norse	celestial transit	KEEP	1-2 hyphens	narrow event-type
7364	Sól	Norse	pursuit	KEEP	1-2 hyphens	narrow event-type
7364	Sól	Norse	death at Ragnarök	KEEP	1-2 hyphens	narrow event-type
7364	Sól	Norse	daughter-as-successor	KEEP	1-2 hyphens	narrow event-type
7368	Andvari	Norse	treasure-loss	KEEP	1-2 hyphens	narrow event-type
7368	Andvari	Norse	cursing of gold	KEEP	1-2 hyphens	narrow event-type
7368	Andvari	Norse	origin of Volsung-Nibelung tragedy	KEEP	1-2 hyphens	narrow event-type
7367	Gefjun	Norse	land-plowing	KEEP	1-2 hyphens	narrow event-type
7367	Gefjun	Norse	cosmic-shaping	KEEP	1-2 hyphens	narrow event-type
7367	Gefjun	Norse	patronage	KEEP	1-2 hyphens	narrow event-type
7374	Parvati	Hindu	birth as mountain-king's daughter	KEEP	1-2 hyphens	narrow event-type
7374	Parvati	Hindu	tapas-to-win-Śiva	REVIEW	3 hyphens	borderline — manual check
7374	Parvati	Hindu	marriage	KEEP	1-2 hyphens	narrow event-type
7374	Parvati	Hindu	motherhood	KEEP	1-2 hyphens	narrow event-type
7374	Parvati	Hindu	fierce manifestations	KEEP	1-2 hyphens	narrow event-type
7373	Saraswati	Hindu	river-goddess-to-wisdom-goddess transition	REJECT	4+ hyphens	too many hyphenated tokens (likely overspecific)
7373	Saraswati	Hindu	consort-status	KEEP	1-2 hyphens	narrow event-type
7373	Saraswati	Hindu	student-blessing	KEEP	1-2 hyphens	narrow event-type
7376	Kartikeya	Hindu	miraculous birth	KEEP	1-2 hyphens	narrow event-type
7376	Kartikeya	Hindu	slays monster	KEEP	1-2 hyphens	narrow event-type
7376	Kartikeya	Hindu	divine generalship	KEEP	1-2 hyphens	narrow event-type
7376	Kartikeya	Hindu	Tamil bridal narratives	KEEP	1-2 hyphens	narrow event-type
7379	Rama	Hindu	avatar-incarnation	KEEP	1-2 hyphens	narrow event-type
7379	Rama	Hindu	bow-stringing	KEEP	1-2 hyphens	narrow event-type
7379	Rama	Hindu	exile	KEEP	1-2 hyphens	narrow event-type
7379	Rama	Hindu	Sītā-abduction	KEEP	1-2 hyphens	narrow event-type
7379	Rama	Hindu	Laṅkā-bridge	KEEP	1-2 hyphens	narrow event-type
7379	Rama	Hindu	slays monster	KEEP	1-2 hyphens	narrow event-type
7379	Rama	Hindu	Rāma-rājya	KEEP	1-2 hyphens	narrow event-type
7379	Rama	Hindu	Sītā-banishment	KEEP	1-2 hyphens	narrow event-type
7381	Lakshmana	Hindu	devoted brotherhood	KEEP	1-2 hyphens	narrow event-type
7381	Lakshmana	Hindu	exile-following	KEEP	1-2 hyphens	narrow event-type
7381	Lakshmana	Hindu	slays monster	KEEP	1-2 hyphens	narrow event-type
7381	Lakshmana	Hindu	self-banishment	KEEP	1-2 hyphens	narrow event-type
7387	Surya	Hindu	daily transit	KEEP	1-2 hyphens	narrow event-type
7387	Surya	Hindu	radiance-grinding	KEEP	1-2 hyphens	narrow event-type
7387	Surya	Hindu	father of Yama and Yamunā	KEEP	1-2 hyphens	narrow event-type
7387	Surya	Hindu	father of Karṇa	KEEP	1-2 hyphens	narrow event-type
7387	Surya	Hindu	akṣaya-pātra-gift	KEEP	1-2 hyphens	narrow event-type
7388	Varuna	Hindu	cosmic-law upholding	KEEP	1-2 hyphens	narrow event-type
7388	Varuna	Hindu	demotion-to-water-deity	REJECT	identity-keyword	contains identity keyword
7388	Varuna	Hindu	weapon-giving	KEEP	1-2 hyphens	narrow event-type
7388	Varuna	Hindu	ocean-yielding	KEEP	1-2 hyphens	narrow event-type
7385	Indra	Hindu	slays monster	KEEP	1-2 hyphens	narrow event-type
7385	Indra	Hindu	soma-drinking	KEEP	1-2 hyphens	narrow event-type
7385	Indra	Hindu	king-of-gods	KEEP	1-2 hyphens	narrow event-type
7385	Indra	Hindu	restoration	KEEP	1-2 hyphens	narrow event-type
7389	Vayu	Hindu	wind-cosmic-presence	KEEP	1-2 hyphens	narrow event-type
7389	Vayu	Hindu	divine fatherhood	KEEP	1-2 hyphens	narrow event-type
7389	Vayu	Hindu	prāṇa-essence	KEEP	1-2 hyphens	narrow event-type
7390	Soma	Hindu	ritual-offering	KEEP	1-2 hyphens	narrow event-type
7390	Soma	Hindu	cosmic-luminary-transit	KEEP	1-2 hyphens	narrow event-type
7390	Soma	Hindu	curse	KEEP	1-2 hyphens	narrow event-type
7390	Soma	Hindu	Lunar-dynasty-founding	KEEP	1-2 hyphens	narrow event-type
7393	Varaha	Hindu	rescue	KEEP	1-2 hyphens	narrow event-type
7393	Varaha	Hindu	slays monster	KEEP	1-2 hyphens	narrow event-type
7393	Varaha	Hindu	restoration	KEEP	1-2 hyphens	narrow event-type
7399	Yama (Hindu)	Hindu	first-to-die	KEEP	1-2 hyphens	narrow event-type
7399	Yama (Hindu)	Hindu	path-finding	KEEP	1-2 hyphens	narrow event-type
7399	Yama (Hindu)	Hindu	death-teaching	KEEP	1-2 hyphens	narrow event-type
7399	Yama (Hindu)	Hindu	Yakṣa-praśna	KEEP	1-2 hyphens	narrow event-type
7399	Yama (Hindu)	Hindu	judgment-of-souls	KEEP	1-2 hyphens	narrow event-type
7398	Mahishasura	Hindu	tapas-boon-acquisition	KEEP	1-2 hyphens	narrow event-type
7398	Mahishasura	Hindu	apotheosis	KEEP	1-2 hyphens	narrow event-type
7398	Mahishasura	Hindu	defeat of male gods	KEEP	1-2 hyphens	narrow event-type
7398	Mahishasura	Hindu	shapeshifting-battle	KEEP	1-2 hyphens	narrow event-type
7398	Mahishasura	Hindu	being slain by Durgā	KEEP	1-2 hyphens	narrow event-type
7405	Hauhet	Egyptian	primordial existence	KEEP	1-2 hyphens	narrow event-type
7405	Hauhet	Egyptian	Ogdoad-pair-membership	KEEP	1-2 hyphens	narrow event-type
7406	Kuk	Egyptian	primordial existence	KEEP	1-2 hyphens	narrow event-type
7406	Kuk	Egyptian	Ogdoad-pair-membership	KEEP	1-2 hyphens	narrow event-type
7404	Naunet	Egyptian	primordial existence	KEEP	1-2 hyphens	narrow event-type
7404	Naunet	Egyptian	Ogdoad-pair-membership	KEEP	1-2 hyphens	narrow event-type
7412	Kotoshironushi	Shinto	kuni-yuzuri-agreement	KEEP	1-2 hyphens	narrow event-type
7412	Kotoshironushi	Shinto	self-concealment	KEEP	1-2 hyphens	narrow event-type
7412	Kotoshironushi	Shinto	oracular kami	KEEP	1-2 hyphens	narrow event-type
7409	Toyotama-hime	Shinto	quest	KEEP	1-2 hyphens	narrow event-type
7417	Hotei	Shinto	apotheosis	KEEP	1-2 hyphens	narrow event-type
7417	Hotei	Shinto	Maitreya-incarnation tradition	KEEP	1-2 hyphens	narrow event-type
7418	Jurojin	Shinto	Chinese-Daoist-import	KEEP	1-2 hyphens	narrow event-type
7418	Jurojin	Shinto	patronage	KEEP	1-2 hyphens	narrow event-type
7420	Poseidon	Greek	threefold-cosmic-division	KEEP	1-2 hyphens	narrow event-type
7420	Poseidon	Greek	contests-for-cities	KEEP	1-2 hyphens	narrow event-type
7420	Poseidon	Greek	persecution-of-Odysseus	KEEP	1-2 hyphens	narrow event-type
7420	Poseidon	Greek	monster-fathering	KEEP	1-2 hyphens	narrow event-type
7419	Fukurokuju	Shinto	Chinese-Daoist-import	KEEP	1-2 hyphens	narrow event-type
7419	Fukurokuju	Shinto	patronage	KEEP	1-2 hyphens	narrow event-type
7421	Hades	Greek	threefold-cosmic-division	KEEP	1-2 hyphens	narrow event-type
7421	Hades	Greek	Persephone-abduction	KEEP	1-2 hyphens	narrow event-type
7421	Hades	Greek	hosting of visiting heroes	KEEP	1-2 hyphens	narrow event-type
7429	Pontus	Greek	cosmic-primal-being	REJECT	identity-keyword	contains identity keyword
7429	Pontus	Greek	generation-of-the-old-sea-gods	REJECT	4+ hyphens	too many hyphenated tokens (likely overspecific)
7424	Thanatos	Greek	binding-by-Sisyphus	KEEP	1-2 hyphens	narrow event-type
7424	Thanatos	Greek	wrestled-by-Heracles	KEEP	1-2 hyphens	narrow event-type
7424	Thanatos	Greek	psychopomp-of-Sarpedon	KEEP	1-2 hyphens	narrow event-type
7431	Tethys	Greek	Titanic-generation	KEEP	1-2 hyphens	narrow event-type
7431	Tethys	Greek	massive-progeny	KEEP	1-2 hyphens	narrow event-type
7431	Tethys	Greek	foster-mother-of-Hera	REVIEW	3 hyphens	borderline — manual check
7435	Eros	Greek	primordial-cosmic-principle (in Hesiod)	REJECT	identity-keyword	contains identity keyword
7435	Eros	Greek	love-arrow-archery	KEEP	1-2 hyphens	narrow event-type
7435	Eros	Greek	marriage	KEEP	1-2 hyphens	narrow event-type
7433	Triton	Greek	sea-herald	KEEP	1-2 hyphens	narrow event-type
7433	Triton	Greek	rescue	KEEP	1-2 hyphens	narrow event-type
7440	Hydra	Greek	head-regeneration	KEEP	1-2 hyphens	narrow event-type
7440	Hydra	Greek	venomous-blood-supplying	KEEP	1-2 hyphens	narrow event-type
7437	Moirai	Greek	life-thread-spinning	KEEP	1-2 hyphens	narrow event-type
7437	Moirai	Greek	life-measuring	KEEP	1-2 hyphens	narrow event-type
7437	Moirai	Greek	life-cutting	KEEP	1-2 hyphens	narrow event-type
7437	Moirai	Greek	gods-bound-by-Moira	REVIEW	3 hyphens	borderline — manual check
7444	Jupiter	Roman	syncretism	KEEP	1-2 hyphens	narrow event-type
7444	Jupiter	Roman	Capitoline-Triad-headship	KEEP	1-2 hyphens	narrow event-type
7444	Jupiter	Roman	spolia-opima-recipient	KEEP	1-2 hyphens	narrow event-type
7444	Jupiter	Roman	presidency	KEEP	1-2 hyphens	narrow event-type
7445	Mars	Roman	syncretism	KEEP	1-2 hyphens	narrow event-type
7445	Mars	Roman	indigenous-agricultural-origin	KEEP	1-2 hyphens	narrow event-type
7445	Mars	Roman	father-of-Romulus-and-Remus	REJECT	4+ hyphens	too many hyphenated tokens (likely overspecific)
7445	Mars	Roman	cult	KEEP	1-2 hyphens	narrow event-type
7452	Liber	Roman	Aventine-Triad-membership	KEEP	1-2 hyphens	narrow event-type
7452	Liber	Roman	cult	KEEP	1-2 hyphens	narrow event-type
7452	Liber	Roman	toga-virilis-assumption-day	REVIEW	3 hyphens	borderline — manual check
7449	Pluto	Roman	syncretism	KEEP	1-2 hyphens	narrow event-type
7449	Pluto	Roman	Plouton-aspect-emphasis	KEEP	1-2 hyphens	narrow event-type
7453	Quirinus	Roman	Sabine-origin	KEEP	1-2 hyphens	narrow event-type
7453	Quirinus	Roman	apotheosis	KEEP	1-2 hyphens	narrow event-type
7453	Quirinus	Roman	Archaic-Triad-membership	KEEP	1-2 hyphens	narrow event-type
7459	Hercules	Roman	syncretism	KEEP	1-2 hyphens	narrow event-type
7459	Hercules	Roman	Hercules-and-Cacus-on-Aventine	REJECT	4+ hyphens	too many hyphenated tokens (likely overspecific)
7459	Hercules	Roman	founding	KEEP	1-2 hyphens	narrow event-type
7459	Hercules	Roman	victory-tithe-recipient	KEEP	1-2 hyphens	narrow event-type
7463	Lares	Roman	protection	KEEP	1-2 hyphens	narrow event-type
7463	Lares	Roman	crossroads-worship	KEEP	1-2 hyphens	narrow event-type
7463	Lares	Roman	Augustan-cult-integration	KEEP	1-2 hyphens	narrow event-type
7462	Remus	Roman	miraculous birth	KEEP	1-2 hyphens	narrow event-type
7462	Remus	Roman	she-wolf-suckling	KEEP	1-2 hyphens	narrow event-type
7462	Remus	Roman	auspice-contest	KEEP	1-2 hyphens	narrow event-type
7462	Remus	Roman	wall-leaping	KEEP	1-2 hyphens	narrow event-type
7462	Remus	Roman	fratricide-victim	KEEP	1-2 hyphens	narrow event-type
7465	Ometeotl	Aztec	supreme-creator-duality	REJECT	identity-keyword	contains identity keyword
7465	Ometeotl	Aztec	world creation	KEEP	1-2 hyphens	narrow event-type
7465	Ometeotl	Aztec	abstract-cosmic-principle (in Nezahualcoyotl)	REJECT	identity-keyword	contains identity keyword
7468	Tonacacihuatl	Aztec	supreme-creator-duality	REJECT	identity-keyword	contains identity keyword
7468	Tonacacihuatl	Aztec	Omeyocan-dwelling	KEEP	1-2 hyphens	narrow event-type
7469	Tlaloc	Aztec	Templo-Mayor-co-equality	REVIEW	3 hyphens	borderline — manual check
7469	Tlaloc	Aztec	Tlalocan-paradise-rule	KEEP	1-2 hyphens	narrow event-type
7469	Tlaloc	Aztec	third-sun-fire-rain	REVIEW	3 hyphens	borderline — manual check
7469	Tlaloc	Aztec	child-sacrifice-recipient	KEEP	1-2 hyphens	narrow event-type
7467	Omecihuatl	Aztec	feminine-creator-aspect	KEEP	1-2 hyphens	narrow event-type
7467	Omecihuatl	Aztec	world creation	KEEP	1-2 hyphens	narrow event-type
7466	Ometecuhtli	Aztec	masculine-creator-aspect	KEEP	1-2 hyphens	narrow event-type
7466	Ometecuhtli	Aztec	world creation	KEEP	1-2 hyphens	narrow event-type
7475	Metztli	Aztec	creation	KEEP	1-2 hyphens	narrow event-type
7475	Metztli	Aztec	rabbit-thrown-to-dim-him	REJECT	4+ hyphens	too many hyphenated tokens (likely overspecific)
7472	Mictlantecuhtli	Aztec	underworld-rule	KEEP	1-2 hyphens	narrow event-type
7472	Mictlantecuhtli	Aztec	soul-annihilation	KEEP	1-2 hyphens	narrow event-type
