id	name	field	before	after
7452	Liber	domain	wine, vines, fertility; the plebeian counterpart of patrician Bacchus; one of the Aventine Triad; his festival the Liberalia	wine, vines, fertility; plebeian counterpart of patrician Bacchus; one of the Aventine Triad; his festival the Liberalia
7449	Pluto	domain	the underworld; lord of the dead; identified with Hades	underworld; lord of the dead; identified with Hades
7454	Sol	domain	the sun; identified with Helios; reintroduced as Sol Invictus by Aurelian in 274 CE as a state-cult; partly displaced by Sol's solar-monotheistic late-Empire role	sun; identified with Helios; reintroduced as Sol Invictus by Aurelian in 274 CE as a state-cult; partly displaced by Sol's solar-monotheistic late-Empire role
7454	Sol	object	chariot of four horses; the solar disk; the radiate crown	chariot of four horses; solar disk; radiate crown
7459	Hercules	domain	great hero of strength; identified with Greek Heracles; the cult of Hercules Invictus at the Ara Maxima Herculis Invicti in the Forum Boarium	great hero of strength; identified with Greek Heracles; cult of Hercules Invictus at the Ara Maxima Herculis Invicti in the Forum Boarium
7462	Remus	object	his spear; the unfinished or trampled wall	his spear; unfinished or trampled wall
7463	Lares	domain	household deities - guardian spirits of the family and the home; also of crossroads, the city, the state	household deities - guardian spirits of the family and the home; also of crossroads, city, state
7463	Lares	object	the lararium; cornucopia and drinking-horn; their statuettes	lararium; cornucopia and drinking-horn; their statuettes
7467	Omecihuatl	object	the thirteenth heaven Omeyocan	thirteenth heaven Omeyocan
7466	Ometecuhtli	object	the thirteenth heaven Omeyocan	thirteenth heaven Omeyocan
7465	Ometeotl	domain	'Two God' / 'God of Duality' - the supreme creator-deity as the unified aspect of the male-female duality Ometecuhtli + Omecihuatl; dwells in the thirteenth heaven Omeyocan; the primordial principle from which all other gods emanate	'Two God' / 'God of Duality' - the supreme creator-deity as the unified aspect of the male-female duality Ometecuhtli + Omecihuatl; dwells in the thirteenth heaven Omeyocan; primordial principle from which all other gods emanate
7465	Ometeotl	object	the thirteenth heaven Omeyocan; the cosmic axis	thirteenth heaven Omeyocan; cosmic axis
7469	Tlaloc	object	lightning-axe; jade-water-jars; the four cosmic water-jars; his characteristic goggle-eye mask	lightning-axe; jade-water-jars; four cosmic water-jars; his characteristic goggle-eye mask
7474	Tonatiuh	domain	'He Goes Forth Shining' - the sun, specifically the fifth sun of the present age; the principal solar-deity; the warrior-paradise; the sun who demands blood-sacrifice to continue his daily journey	'He Goes Forth Shining' - the sun, specifically the fifth sun of the present age; principal solar-deity; warrior-paradise; sun who demands blood-sacrifice to continue his daily journey
7474	Tonatiuh	object	the sun-disk itself; eagle-feathers; the chalchihuitl heart	sun-disk itself; eagle-feathers; chalchihuitl heart
7472	Mictlantecuhtli	object	obsidian knife; the bowl in which souls are received; sometimes a flag	obsidian knife; bowl in which souls are received; sometimes a flag
7482	Nuwa	object	the five-colored stones with which she patched the sky; the legs of the great turtle Ao; the cord/rope she dragged through mud to create the common people	five-colored stones with which she patched the sky; legs of the great turtle Ao; cord/rope she dragged through mud to create the common people
7488	Yu the Great	domain	the legendary controller of the Great Flood; founder of the Xia dynasty; the last of the sage-kings; model of the selfless tireless ruler	legendary controller of the Great Flood; founder of the Xia dynasty; last of the sage-kings; model of the selfless tireless ruler
7488	Yu the Great	object	the digging-tools with which he channeled the floodwaters; the magical measuring-cords and the self-extending earth; the nine cauldrons cast from the metal of the nine provinces	digging-tools with which he channeled the floodwaters; magical measuring-cords and the self-extending earth; nine cauldrons cast from the metal of the nine provinces
7495	Zhongli Quan	domain	one of the Eight Immortals, often regarded as the eldest and most senior; the immortal who initiated Lu Dongbin; master of the elixir of life and the fan that revives the dead	one of the Eight Immortals, often regarded as the eldest and most senior; immortal who initiated Lu Dongbin; master of the elixir of life and the fan that revives the dead
7495	Zhongli Quan	object	the great fan; sometimes a peach	great fan; sometimes a peach
7492	Zao Jun	domain	the Kitchen God / Stove God; the household deity who watches over the family from his place above the hearth and reports their conduct to the Jade Emperor at the New Year; the most domestically-intimate of Chinese deities	the Kitchen God / Stove God; household deity who watches over the family from his place above the hearth and reports their conduct to the Jade Emperor at the New Year; most domestically-intimate of Chinese deities
7492	Zao Jun	object	the paper-image of him pasted above the stove; the sticky malt-sugar smeared on his lips before his departure; the paper-horse burned to send him to heaven	paper-image of him pasted above the stove; sticky malt-sugar smeared on his lips before his departure; paper-horse burned to send him to heaven
7496	He Xiangu	domain	the only female of the Eight Immortals; a Tang-dynasty woman who attained immortality through dietary cultivation; patroness of unmarried women and household management	only female of the Eight Immortals; a Tang-dynasty woman who attained immortality through dietary cultivation; patroness of unmarried women and household management
7496	He Xiangu	object	the lotus-flower; sometimes a fly-whisk, a bamboo ladle, or a sheng	lotus-flower; sometimes a fly-whisk, a bamboo ladle, or a sheng
7500	Dizang	domain	the bodhisattva of the underworld and of vows; the Chinese form of Kshitigarbha; he who vowed not to attain Buddhahood until all the hells are emptied; the great savior of beings in the underworld	bodhisattva of the underworld and of vows; the Chinese form of Kshitigarbha; he who vowed not to attain Buddhahood until all the hells are emptied; great savior of beings in the underworld
7500	Dizang	object	the six-ringed monk's staff; the wish-fulfilling jewel that lights the darkness	six-ringed monk's staff; wish-fulfilling jewel that lights the darkness
7497	Han Xiangzi	domain	one of the Eight Immortals; patron of musicians; the immortal of the flute; traditionally a nephew of the great Tang poet-statesman Han Yu	one of the Eight Immortals; patron of musicians; immortal of the flute; traditionally a nephew of the great Tang poet-statesman Han Yu
7497	Han Xiangzi	object	the dizi - his emblem; with it he makes plants grow and creatures appear	dizi - his emblem; with it he makes plants grow and creatures appear
7501	Meng Po	domain	Lady Meng / the Old Lady of Forgetfulness; the underworld deity who administers the broth of oblivion to souls before reincarnation, so that they forget their past lives	Lady Meng / the Old Lady of Forgetfulness; underworld deity who administers the broth of oblivion to souls before reincarnation, so that they forget their past lives
7501	Meng Po	object	the Five-Flavored Tea of Forgetfulness; the cauldron in which she brews it	the Five-Flavored Tea of Forgetfulness; cauldron in which she brews it
7502	Doumu	object	the multiple arms, each bearing an implement - sun, moon, bell, spear, bow; the chariot of the Dipper	multiple arms, each bearing an implement - sun, moon, bell, spear, bow; chariot of the Dipper
